NQUEST,ANASC,ETA,Q
512517,1992,12,3
512531,1969,35,3
512531,1967,37,1
512531,1996,8,3
512531,2002,2,3
512547,1964,40,2
512547,1968,36,3
512547,1993,11,3
512547,1996,8,3
512574,1931,73,3
512574,1938,66,3
512579,1958,46,3
512579,1981,23,3
512594,1917,87,3
512664,1915,89,3
512676,1965,39,3
512676,1933,71,3
512676,1968,36,1
512676,1964,40,1
512687,1924,80,3
512695,1926,78,3
512698,1928,76,3
512698,1931,73,3
512703,1932,72,3
512703,1940,64,3
512703,1963,41,3
512704,1935,69,3
512704,1937,67,3
512754,1922,82,3
512754,1922,82,3
512768,1935,69,3
512768,1938,66,3
512779,1910,94,3
512784,1963,41,1
512784,1978,26,3
512784,1997,7,3
512784,2000,4,3
512789,1954,50,2
512789,1958,46,2
512789,1984,20,1
512789,1989,15,3
512791,1940,64,3
512791,1948,56,3
512791,1971,33,2
512807,1927,77,3
512839,1921,83,3
512842,1958,46,3
512842,1948,56,2
512842,1977,27,3
512842,1980,24,3
512842,1984,20,3
512843,1965,39,3
512843,1959,45,1
512843,1991,13,3
512843,1992,12,3
512845,1944,60,3
512845,1948,56,3
512845,1985,19,3
512846,1939,65,3
512846,1913,91,3
512846,1941,63,3
512848,1948,56,2
512849,1967,37,3
512849,1963,41,3
512849,1989,15,3
512850,1958,46,1
512850,1967,37,3
512850,1988,16,3
512850,1998,6,3
512858,1947,57,1
512858,1959,45,3
512858,1988,16,3
512872,1965,39,2
512872,1967,37,3
512872,1989,15,3
512872,1990,14,3
512881,1961,43,2
512881,1962,42,3
512881,1991,13,3
512881,1994,10,3
512882,1958,46,2
512882,1956,48,3
512882,1986,18,3
512882,1992,12,3
512884,1957,47,3
512884,1955,49,1
512884,1977,27,1
512884,1990,14,3
512884,1994,10,3
512885,1954,50,1
512885,1956,48,3
512885,1980,24,1
512885,1983,21,3
512887,1966,38,1
512887,1962,42,1
512887,1992,12,3
512892,1944,60,3
512892,1976,28,1
512892,1997,7,3
512894,1931,73,3
512894,1934,70,3
512894,1960,44,3
512894,1971,33,3
512897,1935,69,3
512897,1970,34,1
512897,1977,27,1
512908,1958,46,1
512908,1958,46,1
512908,1982,22,3
512908,1984,20,3
512908,1992,12,3
512908,2000,4,3
512921,1953,51,1
512921,1947,57,1
512921,1977,27,1
512922,1938,66,3
512922,1942,62,3
512928,1944,60,3
512928,1974,30,1
512930,1933,71,3
512930,1935,69,3
512935,1946,58,3
512935,1956,48,1
512935,1979,25,1
512935,1988,16,3
512939,1936,68,3
512939,1936,68,3
512939,1970,34,2
512940,1945,59,3
512940,1943,61,3
512940,1973,31,1
512940,1974,30,1
512940,1978,26,2
512940,1984,20,3
512941,1943,61,3
512941,1936,68,3
512941,1938,66,3
512941,1975,29,2
512941,1988,16,3
512943,1926,78,3
512943,1920,84,3
512944,1951,53,3
512944,1950,54,1
512944,1980,24,1
512952,1962,42,2
512952,1970,34,1
512952,1995,9,3
512952,1997,7,3
512963,1941,63,3
512963,1944,60,3
512979,1953,51,1
512979,1957,47,1
512979,1980,24,3
512979,1980,24,3
512997,1939,65,3
512997,1945,59,3
513041,1930,74,3
513045,1956,48,1
513045,1956,48,1
513045,1987,17,3
513053,1951,53,1
513053,1956,48,3
513064,1955,49,1
513064,1960,44,1
513064,1983,21,1
513113,1962,42,1
513113,1958,46,1
513113,1992,12,3
513113,1996,8,3
513128,1947,57,1
513128,1953,51,1
513128,1982,22,3
513131,1938,66,3
513131,1935,69,3
513140,1945,59,3
513182,1970,34,1
513182,1972,32,1
513183,1931,73,3
513194,1936,68,3
513194,1930,74,3
513194,1962,42,1
513194,1959,45,2
513222,1926,78,3
513224,1967,37,1
513224,1961,43,3
513224,1990,14,3
513230,1960,44,1
513230,1964,40,1
513230,1988,16,3
513326,1968,36,3
513326,1971,33,3
513326,1991,13,3
513326,1995,9,3
513326,1997,7,3
513329,1937,67,3
513329,1940,64,3
513329,1970,34,1
513330,1937,67,3
513330,1942,62,3
513335,1946,58,3
513335,1946,58,3
513335,1972,32,1
513335,1976,28,1
513335,1977,27,3
513348,1936,68,3
513369,1933,71,3
513369,1935,69,3
513370,1912,92,3
513373,1944,60,3
513373,1942,62,3
513375,1954,50,1
513375,1982,22,3
513377,1957,47,1
513377,1927,77,3
513380,1929,75,3
513382,1932,72,3
513382,1938,66,3
513384,1944,60,3
513384,1937,67,3
513384,1910,94,3
513386,1929,75,3
513386,1935,69,3
513386,1972,32,1
513388,1933,71,3
513390,1936,68,3
513390,1961,43,3
513406,1956,48,2
513406,1958,46,2
513406,1985,19,3
513406,1988,16,3
513411,1966,38,1
513421,1966,38,1
513421,1964,40,1
513424,1942,62,1
513424,1969,35,1
513424,1978,26,3
513427,1974,30,1
513427,1969,35,1
513427,2001,3,3
513427,2004,0,3
513428,1964,40,1
513428,1973,31,1
513428,1996,8,3
513430,1967,37,1
513430,1969,35,1
513430,2001,3,3
513430,2003,1,3
513431,1970,34,1
513431,1968,36,1
513431,1999,5,3
513435,1976,28,3
513435,1998,6,3
513437,1964,40,1
513437,1972,32,1
513437,2000,4,3
513438,1964,40,2
513438,1971,33,3
513438,2003,1,3
513438,2003,1,3
513439,1967,37,1
513439,1971,33,2
513442,1962,42,1
513442,1981,23,1
513449,1973,31,1
513449,1970,34,2
513449,1998,6,3
513449,2004,0,3
610024,1962,42,1
610024,1971,33,3
610024,1993,11,3
610024,1996,8,3
610138,1964,40,1
610138,1964,40,2
610206,1950,54,2
610206,1946,58,3
610206,1978,26,1
610371,1948,56,1
610371,1948,56,3
610371,1974,30,1
610371,1977,27,1
610371,1988,16,3
610375,1937,67,3
610375,1936,68,3
610377,1950,54,3
610377,1945,59,3
610377,1970,34,1
610377,1977,27,2
610398,1941,63,3
610434,1941,63,3
610658,1944,60,3
610658,1948,56,1
610666,1956,48,1
610666,1957,47,1
610666,1981,23,3
610666,1987,17,3
610677,1950,54,1
610677,1950,54,1
610725,1935,69,3
610725,1939,65,3
610802,1951,53,1
610802,1957,47,3
610802,1978,26,3
610802,1984,20,3
610802,1992,12,3
610806,1942,62,3
610806,1969,35,3
610806,1948,56,3
610914,1911,93,3
610980,1929,75,3
610980,1935,69,3
611110,1932,72,3
611110,1936,68,3
611113,1943,61,3
611167,1964,40,1
611167,1969,35,3
611194,1966,38,1
611194,1968,36,2
611194,1999,5,3
611194,2003,1,3
611194,2004,0,3
611197,1941,63,3
611412,1959,45,1
611412,1959,45,1
611412,1994,10,3
611412,1997,7,3
611441,1957,47,1
611441,1960,44,1
611441,1986,18,3
611453,1939,65,3
611491,1934,70,3
611502,1941,63,1
611502,1940,64,3
611502,1969,35,3
611512,1936,68,3
611512,1936,68,3
611532,1951,53,2
611532,1959,45,3
611532,1981,23,1
611532,1985,19,3
611570,1924,80,3
611614,1967,37,1
611614,1968,36,1
611614,1992,12,3
611614,1994,10,3
611655,1935,69,3
611655,1936,68,3
611677,1946,58,2
611677,1950,54,2
611677,1975,29,3
611677,1983,21,3
611699,1957,47,1
611736,1921,83,3
611736,1926,78,3
611747,1926,78,3
611747,1931,73,3
611756,1937,67,3
611756,1938,66,3
611762,1928,76,3
611762,1965,39,3
611774,1950,54,1
611774,1980,24,3
611776,1927,77,3
611780,1953,51,1
611780,1956,48,1
611780,1983,21,1
611780,1987,17,3
611786,1931,73,3
611786,1931,73,3
611909,1956,48,3
611909,1973,31,3
611909,1975,29,2
611909,1980,24,3
611909,1982,22,3
611909,1988,16,3
611993,1950,54,1
611993,1953,51,1
612011,1953,51,1
612011,1952,52,3
612234,1945,59,1
612234,1951,53,1
612234,1985,19,3
612246,1954,50,1
612246,1987,17,3
612250,1963,41,1
612250,1966,38,1
612250,1999,5,3
612269,1969,35,2
612393,1958,46,1
612393,1987,17,3
612402,1968,36,1
612423,1954,50,1
612423,1956,48,1
612432,1946,58,1
612432,1948,56,3
612483,1925,79,3
612523,1958,46,1
612523,1990,14,3
612547,1966,38,2
612547,1966,38,1
612547,2004,0,3
612547,2004,0,3
612656,1962,42,1
612656,1964,40,1
612895,1929,75,3
612895,1944,60,3
612895,1972,32,3
613276,1967,37,1
613319,1956,48,1
613319,1960,44,1
613319,1987,17,3
613377,1928,76,3
613377,1934,70,3
613488,1923,81,3
613488,1927,77,3
613535,1944,60,2
613535,1983,21,3
613535,1941,63,3
613605,1933,71,3
613617,1950,54,3
613621,1939,65,3
613623,1945,59,3
613623,1947,57,3
613624,1918,86,3
613670,1966,38,1
613670,1959,45,3
613670,1996,8,3
613670,1998,6,3
613697,1939,65,3
613697,1973,31,1
613825,1940,64,3
613825,1942,62,3
613997,1928,76,3
613997,1924,80,3
614016,1961,43,1
614016,1967,37,2
614016,1993,11,3
614027,1954,50,1
614027,1959,45,1
614027,1983,21,3
614027,1984,20,3
614068,1924,80,3
614068,1931,73,3
614094,1933,71,3
614094,1948,56,3
614660,1952,52,1
614660,1955,49,3
614660,1990,14,3
614683,1954,50,1
614683,1954,50,1
614683,1989,15,3
614683,1993,11,3
614782,1965,39,2
614782,1969,35,3
614782,2000,4,3
614783,1941,63,3
614783,1966,38,2
614794,1971,33,1
614794,1976,28,3
614794,1996,8,3
614794,2000,4,3
614885,1976,28,1
614885,1981,23,3
614885,2004,0,3
615182,1924,80,3
615306,1956,48,1
615306,1958,46,1
615306,1980,24,3
615309,1933,71,3
615309,1934,70,3
615324,1920,84,3
615324,1924,80,3
615367,1936,68,3
615385,1955,49,1
615385,1955,49,1
615385,1986,18,3
615392,1958,46,1
615392,1958,46,1
615392,1983,21,3
615399,1960,44,1
615399,1966,38,3
615399,1986,18,3
615399,1994,10,3
615505,1925,79,3
615505,1928,76,3
615533,1941,63,3
615533,1950,54,3
615662,1939,65,3
615662,1941,63,3
615741,1962,42,1
615751,1926,78,3
615986,1939,65,3
615986,1935,69,3
615995,1945,59,3
615995,1943,61,3
616016,1935,69,3
616016,1938,66,3
616032,1959,45,1
616032,1964,40,2
616032,1990,14,3
616032,1996,8,3
616048,1922,82,3
616053,1922,82,3
616078,1928,76,3
616078,1949,55,1
616106,1923,81,3
616111,1920,84,3
616182,1938,66,3
616191,1938,66,3
616249,1922,82,3
616249,1919,85,3
616284,1970,34,1
616284,1974,30,3
616284,1997,7,3
616313,1958,46,1
616313,1958,46,1
616313,1985,19,3
616381,1932,72,3
616381,1937,67,3
616410,1925,79,3
616410,1928,76,3
616455,1946,58,2
616455,1945,59,3
616455,1973,31,1
616458,1940,64,3
616676,1925,79,3
616780,1935,69,3
616780,1939,65,3
617019,1958,46,1
617019,1965,39,3
617019,1993,11,3
617019,1994,10,3
617023,1958,46,1
617023,1962,42,1
617023,1987,17,3
617070,1956,48,3
617070,1949,55,1
617070,1978,26,1
617070,1981,23,1
617078,1932,72,3
617078,1942,62,3
617089,1958,46,3
617089,1950,54,3
617231,1937,67,3
617231,1942,62,1
617398,1941,63,1
617398,1963,41,1
617398,1997,7,3
617436,1937,67,3
617574,1939,65,3
617574,1943,61,3
617574,1965,39,1
617574,1971,33,1
617637,1932,72,3
617637,1933,71,3
617902,1947,57,3
617902,1977,27,2
617902,1981,23,3
618000,1938,66,3
618079,1953,51,1
618079,1954,50,1
618079,1975,29,1
618079,1984,20,3
618164,1965,39,1
618164,1965,39,1
618164,1998,6,3
618213,1951,53,2
618213,1955,49,1
618213,1982,22,3
618213,1990,14,3
618238,1921,83,3
618263,1930,74,3
618263,1934,70,3
618263,1914,90,3
618272,1935,69,3
618272,1936,68,3
618272,1906,98,3
618509,1954,50,3
618509,1951,53,2
618509,1982,22,3
618509,1984,20,3
618509,1987,17,3
618628,1934,70,3
618631,1948,56,3
618631,1951,53,1
618687,1949,55,3
618687,1965,39,1
618687,1975,29,1
618755,1939,65,3
618755,1941,63,3
618844,1955,49,1
619038,1930,74,3
619060,1925,79,3
619079,1928,76,3
619097,1975,29,1
619106,1972,32,3
619106,1973,31,1
619106,1994,10,3
619106,1996,8,3
619106,1969,35,3
619116,1926,78,3
619126,1976,28,3
619126,1969,35,1
619126,1997,7,3
619126,1999,5,3
619126,1931,73,3
619148,1924,80,3
619170,1935,69,3
619170,1964,40,3
619352,1956,48,2
619352,1962,42,3
619352,1998,6,3
619396,1954,50,1
619396,1959,45,3
619396,1982,22,3
619396,1992,12,3
619444,1944,60,3
619444,1950,54,3
619444,1974,30,1
619444,1986,18,3
619456,1921,83,3
619456,1952,52,1
619457,1959,45,1
619457,1961,43,3
619457,1988,16,3
619457,1995,9,3
619470,1954,50,1
619470,1958,46,3
619470,1988,16,3
619470,1991,13,3
619520,1974,30,3
619520,1968,36,3
619520,1993,11,3
619520,1996,8,3
619541,1922,82,3
619552,1960,44,1
619552,1978,26,3
619552,2002,2,3
619584,1961,43,1
619610,1964,40,2
619610,1965,39,1
619610,1987,17,3
619610,1994,10,3
619610,1999,5,3
619807,1964,40,1
619807,1965,39,3
619807,1989,15,3
619807,1996,8,3
619927,1948,56,3
619927,1954,50,3
619927,1973,31,2
619927,1975,29,3
619927,1990,14,3
619927,1993,11,3
619927,1998,6,3
619932,1961,43,3
619932,1956,48,1
619932,1983,21,3
619932,1987,17,3
619935,1969,35,1
619935,1955,49,1
619935,1998,6,3
619935,2001,3,3
620168,1939,65,3
620179,1963,41,1
620179,1982,22,3
620208,1928,76,3
620208,1933,71,3
620223,1958,46,2
620223,1961,43,3
620223,1991,13,3
620223,1992,12,3
620263,1962,42,1
620370,1950,54,1
620370,1954,50,1
620370,1979,25,3
620370,1982,22,3
620370,1990,14,3
620433,1944,60,3
620433,1954,50,3
620433,1993,11,3
620462,1944,60,3
620462,1968,36,1
620462,1970,34,1
620462,1985,19,3
620481,1957,47,1
620481,1958,46,2
620481,1988,16,3
620503,1949,55,3
620503,1946,58,3
620580,1958,46,1
620580,1962,42,3
620580,1987,17,3
620580,1990,14,3
620580,1993,11,3
620580,2000,4,3
620593,1929,75,3
620593,1973,31,3
620649,1944,60,1
620649,1948,56,3
620649,1976,28,3
620732,1935,69,3
620732,1943,61,3
620732,1973,31,1
620803,1947,57,1
620803,1947,57,3
620803,1981,23,3
620805,1951,53,1
620805,1949,55,3
620805,1982,22,1
620829,1968,36,1
620829,1998,6,3
620829,2000,4,3
620858,1958,46,1
620858,1958,46,1
620858,1986,18,3
620858,1993,11,3
620859,1950,54,3
620859,1952,52,3
620859,1980,24,3
620862,1946,58,1
620862,1952,52,3
620862,1975,29,3
620862,1977,27,3
620944,1960,44,2
621136,1925,79,3
621685,1966,38,1
621685,1957,47,1
621685,1991,13,3
621735,1953,51,3
621735,1951,53,3
621735,1919,85,3
621735,1979,25,1
621735,1980,24,1
621762,1928,76,3
621762,1933,71,3
621766,1954,50,1
621766,1920,84,3
621773,1961,43,3
621773,1960,44,3
621773,1990,14,3
621773,1995,9,3
621846,1924,80,3
621886,1936,68,3
621916,1970,34,1
621916,1971,33,1
621916,2003,1,3
621999,1925,79,3
622031,1930,74,3
622034,1959,45,1
622034,1968,36,3
622034,1993,11,3
622034,1996,8,3
622063,1938,66,3
622063,1928,76,3
622063,1956,48,2
622071,1968,36,2
622071,1970,34,3
622071,1996,8,3
622071,1998,6,3
622095,1942,62,3
622095,1964,40,1
622095,1971,33,1
622228,1949,55,1
622228,1952,52,3
622228,1978,26,1
622296,1932,72,3
622306,1947,57,3
622306,1953,51,3
622306,1977,27,1
622514,1950,54,3
622514,1955,49,3
622514,1978,26,1
622514,1927,77,3
622707,1945,59,3
622707,1952,52,3
622712,1934,70,3
622712,1964,40,1
622717,1935,69,3
622717,1971,33,2
622717,1972,32,2
622769,1937,67,3
622769,1935,69,3
622915,1939,65,2
622915,1941,63,3
623022,1930,74,3
623022,1933,71,3
623026,1920,84,3
623141,1946,58,1
623141,1946,58,3
623141,1989,15,3
623219,1931,73,3
623219,1946,58,3
623219,1972,32,3
623219,1974,30,3
623219,1967,37,2
623219,1997,7,3
623219,2001,3,3
623219,2004,0,3
623250,1974,30,1
623250,1977,27,3
623250,2000,4,3
623250,2004,0,3
623250,2004,0,3
623277,1951,53,2
623277,1966,38,3
623281,1948,56,1
623281,1950,54,3
623281,1975,29,3
623281,1983,21,1
623300,1959,45,1
623300,1966,38,3
623300,1988,16,3
623300,1993,11,3
623305,1960,44,1
623305,1967,37,3
623305,1985,19,3
623305,1991,13,3
623305,2004,0,3
623310,1956,48,3
623310,1961,43,3
623310,1981,23,1
623310,1987,17,3
623385,1969,35,3
623385,1941,63,3
623385,1944,60,3
623385,1975,29,2
623466,1963,41,2
623466,1966,38,1
623466,1992,12,3
623466,1998,6,3
623606,1957,47,3
623606,1950,54,1
623606,1974,30,1
623606,1982,22,1
623614,1952,52,1
623614,1958,46,3
623619,1934,70,3
623619,1959,45,3
623619,1969,35,3
623651,1959,45,1
623651,1959,45,3
623707,1936,68,3
623707,1963,41,1
623961,1934,70,3
623983,1942,62,3
623983,1942,62,3
623983,1966,38,1
623983,1973,31,1
624017,1922,82,3
624017,1923,81,3
624132,1928,76,3
624278,1953,51,1
624389,1957,47,1
624389,1963,41,1
624389,1979,25,3
624389,2000,4,3
624389,1977,27,3
624400,1950,54,3
624422,1930,74,3
624422,1931,73,3
624471,1920,84,3
624494,1923,81,3
624494,1946,58,3
624494,1942,62,3
624494,1974,30,1
624498,1960,44,2
624498,1963,41,3
624498,1996,8,3
624689,1922,82,3
624689,1928,76,3
624713,1935,69,3
624713,1932,72,3
624744,1959,45,1
624744,1962,42,1
624744,1990,14,3
624744,1993,11,3
624781,1958,46,2
624781,1971,33,3
624781,1999,5,3
624781,2003,1,3
624804,1969,35,1
624804,1966,38,3
624804,1997,7,3
624845,1968,36,2
624845,1966,38,3
624845,1936,68,3
624845,2000,4,3
625042,1955,49,2
625042,1962,42,3
625042,1981,23,2
625042,1985,19,3
625042,1995,9,3
625042,1914,90,3
625193,1940,64,3
625193,1936,68,3
625257,1939,65,3
625257,1938,66,3
625304,1938,66,3
625304,1944,60,3
625304,1976,28,2
625314,1957,47,1
625314,1957,47,1
625314,1976,28,1
625509,1956,48,3
625509,1919,85,3
625509,1951,53,3
625513,1920,84,3
625536,1949,55,2
625536,1955,49,2
625536,1981,23,3
625536,1985,19,3
625538,1939,65,1
625538,1946,58,3
625538,1969,35,3
625538,1973,31,3
625641,1946,58,2
625641,1953,51,1
625651,1948,56,2
625651,1954,50,3
625651,1985,19,3
625694,1937,67,3
625694,1962,42,3
625694,2000,4,3
625759,1975,29,2
625803,1939,65,3
625803,1945,59,3
625803,1969,35,1
625837,1960,44,2
625837,1963,41,1
625837,1998,6,3
625837,2000,4,3
625910,1954,50,1
625910,1958,46,1
625910,1981,23,1
625910,1982,22,3
625910,1986,18,3
625926,1961,43,1
625926,1966,38,1
625926,1991,13,3
625926,1994,10,3
625975,1928,76,3
625983,1952,52,1
625983,1954,50,1
625983,1981,23,3
625983,1983,21,3
625994,1921,83,3
626001,1953,51,2
626001,1952,52,3
626030,1949,55,1
626030,1982,22,3
626035,1933,71,3
626035,1937,67,3
626035,1978,26,3
626035,1980,24,3
626127,1948,56,3
626127,1953,51,3
626127,1976,28,3
626127,1978,26,1
626162,1952,52,1
626162,1954,50,3
626178,1951,53,1
626178,1957,47,3
626178,1982,22,3
626189,1933,71,3
626240,1935,69,3
626240,1941,63,3
626259,1956,48,2
626259,1956,48,3
626259,1980,24,3
626259,1984,20,3
626288,1960,44,1
626288,1966,38,1
626288,1993,11,3
626288,1995,9,3
626291,1954,50,1
626291,1959,45,1
626291,1983,21,1
626291,1993,11,3
626310,1959,45,3
626310,1958,46,1
626310,1991,13,3
626310,1927,77,3
626312,1929,75,3
626355,1950,54,1
626355,1949,55,3
626355,1980,24,3
626355,1984,20,3
626361,1938,66,3
626361,1941,63,3
626449,1959,45,1
626449,1963,41,1
626449,1986,18,3
626449,1998,6,3
626550,1957,47,3
626550,1952,52,1
626550,1980,24,2
626620,1921,83,3
626641,1936,68,3
626680,1941,63,2
626688,1965,39,1
626688,1970,34,1
626688,1993,11,3
626688,1999,5,3
626798,1928,76,3
626851,1956,48,1
626851,1959,45,1
626851,1987,17,3
626851,1992,12,3
626868,1925,79,3
626868,1946,58,3
626892,1929,75,3
626892,1940,64,3
627052,1931,73,3
627052,1933,71,3
627067,1938,66,3
627067,1933,71,3
627070,1946,58,3
627070,1922,82,3
627096,1965,39,1
627096,1964,40,1
627111,1962,42,1
627177,1933,71,3
627177,1937,67,3
627212,1939,65,3
627212,1947,57,1
627299,1969,35,2
627299,1967,37,1
627314,1967,37,3
627314,1964,40,1
627314,1991,13,3
627314,1997,7,3
627375,1956,48,2
627479,1965,39,3
627479,1959,45,1
627479,1986,18,3
627479,1988,16,3
627479,1989,15,3
627622,1923,81,2
627622,1933,71,3
627634,1966,38,1
627797,1949,55,1
627797,1951,53,1
627797,1979,25,3
627842,1965,39,1
627842,1951,53,2
627842,1987,17,3
627842,1991,13,3
627845,1942,62,3
627845,1935,69,3
627866,1934,70,3
628005,1947,57,3
628005,1955,49,1
628005,1986,18,3
628055,1927,77,3
628055,1955,49,1
628091,1927,77,3
628105,1924,80,3
628193,1929,75,3
628193,1972,32,3
628262,1970,34,3
628262,1968,36,2
628262,1997,7,3
628262,2002,2,3
628418,1948,56,2
628418,1951,53,3
628418,1971,33,3
628624,1958,46,3
628624,1957,47,1
628865,1943,61,1
628865,1952,52,1
628865,1985,19,3
628940,1946,58,2
628940,1950,54,3
628940,1974,30,1
628940,1978,26,1
629033,1926,78,3
629081,1927,77,3
629091,1941,63,3
629091,1969,35,1
629095,1986,18,3
629095,1956,48,1
629095,1982,22,2
629101,1942,62,1
629101,1946,58,3
629101,1975,29,1
629287,1955,49,1
629287,1961,43,1
629287,1983,21,1
629287,1990,14,3
629455,1955,49,1
629455,1948,56,1
629455,1985,19,3
629455,1990,14,3
629458,1949,55,3
629458,1956,48,1
629458,1984,20,3
629458,1990,14,3
629478,1940,64,3
629478,1944,60,3
629478,1981,23,3
629478,1982,22,3
629488,1945,59,3
629488,1942,62,3
629492,1929,75,3
629492,1974,30,3
629505,1966,38,1
629505,1969,35,1
629518,1935,69,3
629518,1960,44,2
629518,1961,43,3
629518,1989,15,3
629520,1956,48,1
629520,1944,60,3
