NQUEST,AREA5,YL,YT,YM,YC,CD,CN,S,AR,AF,PF,BD
510001,4,0,20800,0,1498.91699,0,13250,9048.91699,85500,30000,0,2500
510011,4,0,13260,0,3429.7233,0,11000,5689.7233,82000,100000,0,2000
510014,4,0,9620,0,2086.041237,0,10200,1506.041237,50000,34474.29248,0,4500
510018,4,27050,0,0,4646.34544,0,18600,13096.34544,162500,53794.49269,0,29000
510019,4,0,40050,0,8965.27432,0,21000,28015.27432,160000,125000,0,25000
510021,4,0,17550,0,3469.253845,0,12600,8419.253845,92500,37200,20000,11500
510024,4,0,24700,0,5757.560388,0,15600,14857.56039,178000,96000,0,10000
510025,4,0,18980,0,2884.538615,0,14400,7464.538615,66000,58397.61465,0,11000
510027,4,26000,6000,0,214.7161484,0,16800,15414.71615,1000,25878.04252,7000,16000
510039,4,0,11800,0,1974.241893,0,12600,1174.241893,50000,21000,0,5000
510071,4,22000,16380,0,8637.097163,0,16800,30217.09716,201000,28575.44949,0,52000
510089,4,13000,10400,0,2708.297233,0,9900,16208.29723,115800,1000,0,7000
510094,4,36100,7800,0,5001.486165,10500,34960,3441.486165,335700,5000,7500,16000
510097,4,0,24050,0,6982.539126,0,17600,13432.53913,302000,22000,0,13000
510108,4,0,7800,0,4811.72791,0,10800,1811.72791,103000,1413.472424,0,10000
510109,4,0,10270,0,5424.891699,0,12600,3094.891699,209000,3000,0,30000
510112,4,0,7280,0,6010.90403,0,12000,1290.90403,102000,1314.176692,0,4000
510114,4,0,8450,0,4800,0,10800,2450,103000,0,0,12000
510173,4,15500,0,0,4823.645286,1000,13200,6123.645286,200000,2849.779681,0,12000
510177,4,0,6500,0,4272.387529,0,9070,1702.387529,255300,287.7500336,0,8000
510181,4,0,7800,0,14043.6956,200,18800,2843.695595,151000,5266.285098,0,2700
510186,4,0,5200,0,3600,0,9600,-800,25200,0,0,400
510195,4,0,10400,0,3500,0,11900,2000,200000,0,0,6000
510210,4,14000,5200,0,6000,1300,20400,3500,101000,0,0,21000
510220,4,0,10400,0,6091.557615,1000,13200,2291.557615,251000,6667.888983,0,13000
510224,4,5000,0,0,200,1000,8000,-3800,8500,0,0,40000
510231,4,16900,18772,700,8400,0,19200,25572,176500,0,0,18500
510232,4,0,9700,0,3000.135,2000,9600,1100.135,112900,0,10500,1500
510239,4,29200,0,0,6517.817291,0,21600,14117.81729,301000,21400,0,10000
510241,4,11300,14600,0,2424.891699,1500,26400,424.891699,40300,3000,0,6000
510244,4,23400,18200,13000,6685.997864,8560,32400,20325.99786,315000,28000,0,45000
510245,4,0,32500,0,6082.97233,0,24000,14582.97233,208000,10000,0,14000
510329,4,7000,12000,0,0,0,6240,12760,500,0,0,6000
510344,4,0,47130,0,4884.631777,1500,40800,9714.631777,195000,10200,0,201500
510345,4,15600,0,0,68.0373106,0,13800,1868.037311,250,8200,0,8000
510356,4,0,6500,7000,12460.76991,0,22000,3960.769908,85000,7324.117276,0,5000
510374,4,15600,0,3000,2478.823714,0,16800,4278.823714,43000,9500,0,6000
510398,4,0,17550,0,1257.830446,0,13200,5607.830446,31000,6969.847153,0,500
510432,4,7200,10440,0,24.891699,0,13560,4104.891699,3000,3000,0,6000
510433,4,24000,2160,0,4448.91699,800,13800,16008.91699,233000,30000,800,50000
510437,4,8400,9600,0,6082.97233,22000,15600,-13517.02767,265000,10000,22000,40000
510439,4,19000,12000,4000,108066.3779,0,117600,25466.37786,134000,8000,0,5000
510493,4,0,17800,0,4800,0,21600,1000,67000,0,0,2000
510515,4,0,7200,0,1224.891699,600,8400,-575.108301,50000,3000,0,1500
510525,4,10400,0,16000,3114.32295,5500,12000,12014.32295,151323.4055,24090.31425,24000,7000
510535,4,49000,0,0,6664.171775,10000,32000,13664.17178,315000,54894.68214,20000,95000
510538,4,0,16700,0,6116.934507,0,20400,2416.934507,155000,14093.19316,0,20000
510555,4,0,10200,10000,6807.715801,0,16600,10407.7158,569340.7084,266078.5591,0,53000
510572,4,0,13000,0,4843.461391,300,13200,4343.461391,135000,5238.058436,0,5000
510587,4,0,19500,0,6600,199,16200,9701,460000,0,0,5000
510604,4,0,60060,0,13017.94973,0,36000,37077.94973,505000,122685.4456,0,21000
510634,4,16000,36400,0,6328.883742,0,21800,36928.88374,215000,15533.34003,0,12000
510637,4,15000,36400,0,13244.12656,0,28800,35844.12656,440000,5318.226059,0,20000
510679,4,0,20800,0,3000,0,10200,13600,77000,0,0,1500
510977,4,0,0,36000,7200,2000,31200,10000,805000,0,0,40000
510984,4,15700,0,0,6020.743083,8000,21600,-7879.256918,120000,2500,0,15000
510989,4,15000,0,0,0,1500,12600,900,2000,0,0,5700
511059,4,0,9000,0,6041.486165,107,14400,534.486165,121000,5000,0,10000
511074,4,0,15000,0,6041.486165,0,18000,3041.486165,126000,5000,0,10000
511085,4,0,12600,0,1380,0,8580,5400,29300,0,0,1000
511098,4,0,13620,0,4831.686791,0,16800,1651.686791,62500,3818.958834,0,2000
511103,4,0,5520,0,2400,0,7920,0,500,0,0,3000
511114,4,0,15900,0,2031.88932,0,6500,11431.88932,261500,40000,0,2500
511116,4,3000,5200,5000,6124.458495,0,12000,7324.458495,321500,15000,0,26500
511123,4,0,13260,0,1303.908796,0,6600,7963.908796,60000,12523.30702,0,1500
511130,4,0,12350,0,2400,0,12000,2750,77000,0,0,5000
511136,4,7000,0,0,1200,0,8400,-200,1000,0,3000,4000
511147,4,16000,0,0,3600,0,19200,400,103000,0,0,10000
511160,4,0,0,6000,4500,13500,22500,-25500,112000,0,0,16000
511165,4,14000,16900,0,5219.642912,350,22800,12969.64291,185000,24668.12932,0,25000
511166,4,0,6500,0,1200,0,7200,500,26000,0,0,4000
511170,4,0,33000,0,5668.409686,0,15600,23068.40969,201000,8244.879464,0,27500
511260,4,18000,0,0,4841.486165,0,20400,2441.486165,104000,5000,0,9500
511307,4,0,25600,0,6316.161262,0,27800,4116.161262,270000,14000,0,30000
511315,4,14950,0,0,8.297233,10000,14640,-9681.702767,5000,1000,10000,26000
511342,4,15000,-300,0,2424.891699,0,12000,5124.891699,201000,3000,0,17000
511344,4,21000,0,0,1862.229248,0,17400,5462.229248,72500,7500,0,35000
511352,4,19000,0,0,1812.44585,0,16200,4612.44585,155000,1500,0,25000
511354,4,0,7462,0,1220.743083,0,10200,-1517.256918,110000,2500,0,18000
511355,4,9000,0,0,2713.365386,0,12300,-586.6346143,275000,1610.824442,0,25000
511356,4,0,0,19200,3257.22,0,20400,2057.22,105000,20000,6000,35000
511365,4,9000,0,0,600,0,10200,-600,160000,0,2000,20000
511367,4,18000,0,0,3000,0,18600,2400,285000,0,0,30000
511375,4,0,6955,0,1241.486165,250,9600,-1653.513835,25150,5000,0,4500
511387,4,500,11650,0,1889.860433,200,9600,4239.860433,75150,10830.16866,0,16500
511416,4,0,6669,0,0,0,6348,321,2000,0,1000,5000
511419,4,0,6214,0,3600,0,8400,1414,102000,0,0,4000
511424,4,0,15002,6000,4924.458495,0,16800,9126.458495,111000,15000,0,23000
511431,4,0,15912,0,24.891699,16000,14664,-14727.1083,1000,3000,16000,6250
511435,4,0,10296,0,24.891699,0,8280,2040.891699,3000,3000,0,12500
511438,4,0,6669,0,29.0403155,0,5400,1298.040316,1000,3500,0,3000
511443,5,19500,0,0,3866.303831,1000,16800,5566.303831,85000,7000,17360,25000
511451,5,0,0,16000,4800,0,16800,4000,184000,0,0,35000
511474,5,19000,0,0,4924.458495,2000,19200,2724.458495,7500,15000,0,30000
511489,5,32810,0,0,0,0,16320,16490,4000,0,0,45000
511491,5,0,10400,0,4800,0,13200,2000,155000,0,0,20000
511494,5,0,8710,0,2516.784365,0,10440,786.7843648,100000,14075.09767,0,17000
511495,5,20000,0,0,2607.430825,10300,14400,-2092.569175,120000,25000,400,35000
511500,5,0,17550,0,4147.274701,0,25050,-3352.725299,275000,52525.53262,0,15000
511501,5,0,6760,0,1882.97233,0,8040,602.97233,50000,10000,0,10000
511506,5,15000,0,0,2400,0,16800,600,120020,0,0,25000
511507,5,16800,0,10000,4918.74677,0,21600,10118.74677,440000,14311.61083,0,21000
511519,5,0,7280,0,2400,0,7800,1880,31000,0,0,5500
511521,5,0,31200,0,2869.90258,0,8760,25309.90258,50500,13245.6904,0,10000
511525,5,0,16950,0,22.4025291,80,9600,7292.402529,0,2700,1000,4000
511616,5,800,20716,0,12010.7864,0,21600,11926.7864,502000,1300,0,2000
511624,5,16000,0,0,2400,0,6720,11680,2000,0,0,12500
511629,5,0,18200,0,6024.891699,1000,18000,5224.891699,121500,3000,0,27000
511654,5,0,50089,0,12380.04723,5000,28200,29269.04723,455000,1000,25000,14000
511757,5,13000,0,0,4816.594466,0,14400,3416.594466,121500,2000,0,13000
511862,5,15400,0,0,3058.080631,200,15000,3258.080631,94000,7000,0,21000
511942,5,0,36740,0,12865.29485,0,48550,1055.294854,630000,38000,0,4000
511987,5,0,16900,0,5532.755728,0,16200,6232.755728,265000,16000,0,48000
512062,5,0,5200,0,0,0,4800,400,100,0,0,1000
512143,5,0,7202,0,11.7281055,0,7800,-586.2718945,200,1413.495981,0,2000
512190,5,26000,0,0,5400,0,16200,15200,253000,0,0,58000
512199,5,0,5720,0,4849.783398,0,8400,2169.783398,60500,6000,0,10000
512201,5,0,17550,0,5400,0,21000,1950,224000,0,0,43000
512211,5,6000,200,0,1800,0,9000,-1000,25500,0,0,14500
512330,5,0,0,80000,2585.666796,0,16200,66385.6668,227000,12000,180000,50000
512331,5,10000,0,7000,3706.637786,0,21700,-993.3622136,282000,1800,15000,50000
512368,5,0,9100,0,2200,0,10600,700,60500,0,0,10000
512372,5,0,13260,0,1200,0,13200,1260,25700,0,0,3000
512382,5,19000,0,0,2841.486165,0,12400,9441.486165,121500,5000,0,14000
512406,5,16400,0,5500,2412.44585,0,17200,7112.44585,131000,1500,0,12000
512411,5,0,0,14500,2441.486165,0,16800,141.486165,20500,5000,0,16000
512417,5,0,9750,0,600,0,7800,2550,50100,0,0,3500
512420,5,0,0,60000,5106.997621,0,46800,18306.99762,205000,37000,0,55000
512433,5,7000,2000,0,940,0,8140,1800,60100,0,0,5000
512437,5,0,8450,0,2400,0,14400,-3550,150500,0,0,3000
512444,5,15000,0,0,1824.891699,0,13800,3024.891699,500,3000,0,5500
512452,5,14000,0,0,1862.229248,0,13800,2062.229248,2500,7500,0,20000
512457,5,0,2600,12000,4800,0,16800,2600,130000,0,0,19000
512459,5,30000,0,15000,3660.529885,20000,21600,7060.529885,10002,7295.189277,0,52000
512460,5,2000,0,0,3600,0,10800,-5200,105000,0,0,6000
512517,5,26500,1500,0,3016.594466,14000,15500,1516.594466,51000,2000,14000,35000
512531,5,11210,0,0,6000,0,13200,4010,127000,0,0,46000
512547,5,0,0,25000,6024.891699,13500,12000,5524.891699,68000,3000,10000,60000
512574,5,0,15730,0,5400,0,17400,3730,141000,0,0,8000
512579,5,0,6500,0,3600,0,9600,500,160000,0,0,6000
512594,5,0,6500,0,1800,0,5400,2900,63000,0,0,1000
512664,5,0,5850,0,600,0,6000,450,15000,0,0,500
512676,5,12000,8450,0,1642.97233,0,19560,2532.97233,22500,10000,850,12000
512687,5,0,9360,0,2424.891699,0,11040,744.891699,45000,3000,0,5000
512695,5,0,16900,0,3600,0,13200,7300,93000,0,0,25000
512698,5,0,13650,0,3024.891699,0,16200,474.891699,100000,3000,0,10500
512703,5,0,14300,0,3.420203622,0,13944,359.4202036,1000,412.2101455,0,21000
512704,5,0,16900,0,13325.88449,11000,22900,-3674.115514,555000,3119.652774,0,31000
512754,5,0,24440,0,6041.486165,0,30000,481.486165,215000,5000,0,18000
512768,5,0,19487,0,5582.97233,30,19900,5139.97233,228000,10000,0,15000
512779,5,0,7800,0,1234.848379,0,8400,634.8483786,10050,4200,0,1000
512784,5,14200,0,0,5406.637786,890,17400,1316.637786,158000,800,2600,20000
512789,5,5000,0,78000,10083.42233,1000,42000,50083.42233,655000,10000,35699,30000
512791,5,0,20683,6000,15911.59898,2000,31400,9194.59898,481000,125000,0,38000
512807,5,0,6708,0,1.6594466,0,6600,109.6594466,10000,200,0,10000
512839,5,0,6100,0,13041.64558,125,31000,-11983.35442,251500,5019.212564,0,15000
512842,5,0,0,17000,7277.177959,350,31200,-7272.822041,198000,9301.650201,0,35000
512843,5,16900,0,0,2797.620109,250,16200,3247.620109,100500,3117.920038,25000,22000
512845,5,0,19500,0,3731.285187,2500,25200,-4468.714813,40000,15822.76729,0,30000
512846,5,0,25100,0,6090.590908,600,25200,5390.590908,141200,10918.20701,0,25000
512848,5,0,0,13000,3600,200,15600,800,151629,5000,0,10000
512849,5,0,17010,0,3425.88733,300,13800,6335.88733,131000,10000,4500,31000
512850,5,17000,0,0,2880.514565,150,15600,4130.514565,46000,5000,13320,19500
512858,5,13000,0,0,-57.13,0,13800,-857.13,0,0,1000,18000
512872,5,0,0,15000,711.67233,0,19200,-3488.32767,253000,10000,10000,54000
512881,5,0,0,30000,9714.09631,27140,42025,-29450.90369,355000,160000,27000,105000
512882,5,0,0,12000,4414.498398,0,20700,-4285.501602,425000,21000,0,43000
512884,5,18000,0,0,0,0,20400,-2400,5000,0,0,54000
512885,5,31000,0,0,5035.669398,0,20400,15635.6694,255000,12000,0,52000
512887,5,22000,0,0,743.5,250,19200,3293.5,205000,0,50000,50000
512892,5,7500,6500,0,1800,0,7800,8000,81000,0,0,30000
512894,5,0,22100,0,11297.83398,0,24000,9397.83398,196000,60000,0,9000
512897,5,14000,9750,0,3600,0,15600,11750,190000,0,0,53000
512908,5,42075,0,0,1343.5,0,40875,2543.5,205000,0,60000,56000
512921,2,50000,0,0,5391.414305,0,14400,40991.41431,265000,54893.86741,0,61000
512922,2,0,19500,0,33.188932,0,11664,7869.188932,1000,4000,0,17000
512928,2,13000,10252,0,10809.54182,0,21000,13061.54182,115000,1150,10000,13500
512930,5,0,14950,0,2400,0,16800,550,83000,0,0,15000
512935,5,22000,12740,0,11909.92547,0,26400,20249.92547,300000,9800.311773,3000,75000
512939,5,0,18200,15000,5030.30776,400,17000,20830.30776,250000,3652.755064,0,20000
512940,5,23300,15350,16000,4904.452202,290,22800,36464.4522,243553.0959,12588.79946,5000,40000
512941,5,0,42900,25000,5000,0,29000,43900,655000,5000,0,45000
512943,5,0,15990,0,5485.550453,0,8900,12575.55045,220000,22362.9315,0,20000
512944,5,29000,0,0,3682.97233,650,21600,10432.97233,126000,10000,0,20000
512952,1,14000,-2500,10000,4341.052961,0,10200,15641.05296,320000,17000,45000,9500
512963,1,0,18000,0,3655.591461,200,18600,2855.591461,81000,6700,0,3000
512979,1,32000,0,0,287.4827113,0,30990,1297.482711,7000,16569.70599,0,20000
512997,1,0,28665,0,9650.551699,2000,28200,8115.551699,178000,189915.8492,0,43000
513041,1,0,7200,0,1238.395791,0,10800,-2361.604209,20000,4627.541559,0,2000
513045,1,26000,0,0,-230.4498173,0,21300,4469.550183,316000,1301.660768,125000,18000
513053,1,13000,0,0,3686.003901,0,18000,-1313.996099,150002,10365.37129,0,13000
513064,1,38500,0,0,3124.458495,15500,27000,-875.541505,0,15000,1500,9500
513113,1,28500,0,0,15606.31832,1900,32400,9806.318316,166000,41500,1600,20000
513128,1,78900,0,0,14970.93126,2000,39100,52770.93126,235000,84000,30000,32000
513131,1,0,18200,0,22388.36647,0,34000,6588.366466,615000,14000,0,55000
513140,1,0,7462,0,0,0,5820,1642,0,0,0,1500
513182,1,21000,0,0,221.282864,1000,21600,-1378.717136,3000,13000,0,20000
513183,1,0,18200,0,7603.82199,600,21600,3603.82199,7000,35000,0,20000
513194,1,19400,12870,20000,9030.65966,2000,51600,7700.65966,265000,35000,0,40000
513222,1,0,8502,0,6124.458495,0,13200,1426.458495,105000,15000,0,22000
513224,1,23600,0,0,24.891699,0,23800,-175.108301,2500,3000,2000,15000
513230,1,34800,0,0,8400.81733,0,34600,8600.81733,126000,35000,36000,28000
513326,4,0,12000,0,3600,0,15600,0,80000,0,0,7000
513329,4,3600,9750,0,2400,8000,11400,-3650,100000,0,5000,8000
513330,4,0,9620,0,12822.73723,0,29100,-6657.262767,650100,1000,12000,8000
513335,4,17400,11700,0,2428.7,0,13800,17728.7,140000,0,10000,7500
513348,4,0,6461,0,2224.426685,300,7680,705.4266854,80250,7764.839841,0,12000
513369,1,0,14950,0,5480.005569,1000,19200,230.0055693,101000,8137.577147,0,20000
513370,1,0,7800,0,69.05579559,0,9600,-1730.944204,2000,8322.749956,0,5000
513373,1,0,24700,0,6345.350181,1000,25200,4845.350181,122000,20884.24659,0,30000
513375,1,13500,0,0,22.19602163,250,16700,-3427.803978,2000,2675.111285,0,8000
513377,1,13600,5850,0,4244.9287,0,22800,894.9287001,61000,5414.901576,0,7500
513380,1,0,9100,0,6325.453977,250,14400,775.4539771,251000,31670.52956,0,8000
513382,1,0,16900,0,4908.241936,250,20400,1158.241936,102500,8594.011578,0,10000
513384,1,0,44850,0,7635.479595,1000,43200,8285.479595,253000,18853.99298,0,25000
513386,1,20500,27300,0,6042.615429,4000,35300,14542.61543,102000,5136.101214,0,30000
513388,1,0,13650,0,6259.901872,0,18000,1909.901872,51500,31323.92106,0,7000
513390,1,0,15600,0,3608.297233,100,18000,1108.297233,61000,1000,0,6000
513406,2,0,0,40000,11609.60067,0,26400,25209.60067,410000,9500,25000,25000
513411,2,22350,0,0,8826.02233,0,15950,15226.02233,120000,10000,15000,23000
513421,2,25200,0,0,5585.396796,0,21600,9185.396796,122500,12000,9000,14000
513424,4,35100,250,0,3600,1600,33600,3750,104000,0,21200,19000
513427,2,27145,0,0,6124.978459,10000,24000,-730.0215409,2500,15062.66717,0,35000
513428,2,40000,0,0,7576.187864,10500,12600,24476.18786,174500,18000,0,30000
513430,4,22000,0,0,1689.998083,400,16200,7089.998083,1000,7500,5000,15000
513431,3,30000,2000,0,9800.700316,0,24000,17800.70032,155000,3500,18000,18000
513435,2,0,6000,0,6082.97233,0,11400,682.97233,6000,10000,0,20000
513437,5,34000,0,0,9949.299549,0,33850,10099.29955,760000,6500,0,40000
513438,5,0,0,12000,3016.594466,0,15000,16.594466,127000,3000,0,40000
513439,4,15000,0,17000,5090.403155,0,13200,23890.40316,35000,35000,0,40000
513442,2,30500,0,0,4.1486165,10500,19200,804.1486165,500,500,0,13000
513449,5,19500,0,18000,2435.299785,10500,27900,1535.299785,44590.71074,4254.40442,0,17000
610024,1,17000,2800,0,2871.395573,0,18600,4071.395573,143000,1600,86000,13500
610138,1,24000,0,1500,6005.433974,0,14400,17105.43397,151000,654.9140196,0,18000
610206,1,6000,11310,13000,4693.204182,280,26400,8323.204182,163500,11752.48594,30500,29000
610371,1,57000,15600,0,9418.080631,0,33360,48658.08063,152000,7000,0,20000
610375,1,0,15418,0,1002.904032,0,15040,1380.904032,16000,350,0,10000
610377,1,12000,14560,9000,8970.526481,300,32900,11330.52648,354000,12000,19800,28000
610398,1,0,15600,0,13861.10617,0,20400,9061.106165,265000,25000,0,3000
610434,1,0,12064,0,4841.486165,0,16200,705.486165,68000,5000,0,6500
610658,1,15000,20800,0,11537.33755,6000,33100,8237.337549,400000,4500,0,22500
610666,1,54000,0,0,17293.70689,11300,67700,-7706.293109,278000,353229.1091,0,58000
610677,1,40000,0,0,58.080631,2000,34800,3258.080631,5000,7000,1500,11000
610725,1,0,17368,0,57.09143294,0,14796,2629.091433,2000,6880.779766,0,6000
610802,4,19000,0,0,3058.080631,600,21000,458.080631,75900,7000,0,15500
610806,4,0,7150,0,7.4675097,0,10440,-3282.53249,0,900,0,7000
610914,1,0,7800,0,9848.91699,0,14400,3248.91699,380000,30000,0,2000
610980,1,0,28600,0,6649.37118,0,20900,14349.37118,290000,5700,0,13000
611110,1,0,31200,0,6093.38062,0,18000,19293.38062,450000,11254.42899,0,30000
611113,1,0,500,0,7200,0,13200,-5500,200000,0,0,13000
611167,1,14000,0,0,6016.594466,0,13200,6816.594466,200000,2000,0,10000
611194,1,25000,0,12000,164.8689809,35000,27600,-25435.13102,40000,12552.85841,0,35000
611197,1,0,11300,0,338.8503155,0,10560,1078.850316,0,13500,0,8000
611412,1,69000,0,0,11348.18359,4000,39600,36748.18359,8000,74000,0,60000
611441,1,29000,0,0,12482.97233,0,42400,-917.02767,170500,10000,14000,16000
611453,1,0,30940,0,24634.61466,0,46300,9274.61466,381500,90000,0,30000
611491,3,0,10400,0,4855.050168,0,14400,855.050168,250500,6170,0,9000
611502,3,264,0,0,0,0,5712,-5448,0,0,0,2000
611512,3,0,14540,0,7415.94466,0,19250,2705.94466,133000,20000,0,7000
611532,3,10000,0,22000,13856.82699,10200,32400,3256.82699,620000,140000,0,50000
611570,3,0,15600,0,5624.981699,0,20400,824.981699,105000,3000,7000,16000
611614,3,24310,0,0,6098.886165,0,26400,4008.886165,88000,5000,24000,23000
611655,3,0,15600,0,8054.39533,0,15000,8654.39533,301500,93000,0,9000
611677,2,0,0,35000,9058.080631,1000,69000,-25941.91937,270000,7000,0,30000
611699,2,11400,0,0,4212.44585,300,15000,312.4458495,96500,1500,300,6000
611736,3,0,21450,0,4200,0,13800,11850,120500,0,0,4500
611747,3,0,13000,0,8694.145,0,12600,9094.145,352000,45000,0,2700
611756,3,0,31200,0,7931.814793,0,22800,16331.81479,205000,107677.8895,0,19000
611762,3,0,24700,0,995.807864,0,24720,975.807864,500,38000,0,8000
611774,3,19500,0,0,15412.40233,0,26400,8512.40233,450000,40000,0,13000
611776,3,0,15600,0,15860.4464,0,19200,12260.4464,655000,129000,0,7500
611780,3,37000,0,0,132.755728,0,24600,12532.75573,1000,16000,0,6000
611786,3,0,7800,0,2524.458495,0,7200,3124.458495,130500,15000,0,3500
611909,4,0,9100,5000,0,0,13800,300,43698.50874,2,0,500
611993,2,31000,0,0,16848.0335,0,24000,23848.0335,865000,90000,0,36000
612011,2,16000,10400,0,12017.84966,0,30000,8417.84966,190000,65000,48000,28000
612234,2,27800,0,0,9048.660316,0,24000,12848.66032,188000,23500,0,30000
612246,2,20000,0,0,7856.789975,1500,21000,5356.789975,183000,6844.447428,7000,35000
